data.hora;data;tcle;cidade;uf;idade;sexo;raca;escolaridade;renda;rendafam;estcivil;filho_dep;qtd_filho_dep;plano;data_plano;plano_covid;preco_plano;pgt_plano;quarentena;teste_cov;result_teste_cov;contat_cov;morte_cov;equip_defensiv;gasto_equip_defensiv
6/4/2020 22:48:12;04/06/2020;Sim;Ipuã ;SP;24;Feminino;Branco;;3000;;Solteiro;Não possuo filhos ou dependentes.;3;Sim;Você contratou o plano de saúde ANTES DA PANDEMIA.;Não;120;Sim;Fiquei em casa, só saindo para compras em supermercado e/ou farmácia;Não;Não fiz o teste.;;;Sim;100
6/4/2020 22:48:40;04/06/2020;Sim;Brasília;DF;27;Masculino;Preto;;1500;;Solteiro;Não possuo filhos ou dependentes.;4;Não;Não tenho plano de saúde;;;Não tenho plano de saúde;Fiquei em casa, só saindo para compras em supermercado e/ou farmácia;Sim;Negativo;;;Sim;150
6/4/2020 22:51:05;04/06/2020;Sim;Recife;PE;38;Masculino;Pardo;;6300;;Casado;Não possuo filhos ou dependentes.;2;Sim;Você contratou o plano de saúde ANTES DA PANDEMIA.;Não;823;Sim;Fiquei em casa, só saindo para compras em supermercado e/ou farmácia;Não;Não fiz o teste.;;;Sim;100
6/4/2020 22:51:06;04/06/2020;Sim;Maringá;PR;32;Masculino;Branco;;700;;Solteiro;Não possuo filhos ou dependentes.;2;Não;Não tenho plano de saúde;Não;;Não tenho plano de saúde;Não fiz nada, levei vida normal;Não;Não fiz o teste.;;;Sim;50
6/4/2020 22:53:18;04/06/2020;Sim;São Paulo ;SP;54;Masculino;Branco;;27000;;Casado;Sim, filhos ou dependentes moram comigo.;4;Sim;Você contratou o plano de saúde ANTES DA PANDEMIA.;Não;1500;Sim;Fiquei rigorosamente em casa, saindo só por necessidades de atendimento à saúde.;Não;Não fiz o teste.;;;Sim;150
6/4/2020 22:59:30;04/06/2020;Sim;Palmeira ;PR;38;Feminino;Branco;;15000;;Casado;Sim, filhos ou dependentes moram comigo.;6;Não;Não tenho plano de saúde;Não;;Não tenho plano de saúde;Fiquei em casa, só saindo para compras em supermercado e/ou farmácia;Não;Não fiz o teste.;;;Sim;200
6/4/2020 22:59:42;04/06/2020;Sim;Teixeira de Freitas;BA;59;Feminino;Branco;;18000;;Casado;Não, meus filhos ou dependentes NÃO moram comigo.;2;Sim;Você contratou o plano de saúde ANTES DA PANDEMIA.;Não;9990;Sim;Procurei tomar cuidados de distanciamento social, mas continuei trabalhando e saindo;Não;Não fiz o teste.;;;Sim;80
6/4/2020 23:01:15;04/06/2020;Sim;Brasília;DF;28;Masculino;Branco;;13000;;Casado;Não possuo filhos ou dependentes.;2;Sim;Você contratou o plano de saúde ANTES DA PANDEMIA.;Não;1000;Sim;Fiquei em casa, só saindo para compras em supermercado e/ou farmácia;Não;Não fiz o teste.;;;Sim;80
6/4/2020 23:05:33;04/06/2020;Sim;Rio de Janeiro ;RJ;28;Masculino;Branco;;3500;;Solteiro;Não possuo filhos ou dependentes.;2;Sim;Você contratou o plano de saúde ANTES DA PANDEMIA.;Não;680;Sim;Fiquei em casa, só saindo para compras em supermercado e/ou farmácia;Não;Não fiz o teste.;;;Sim;300
6/4/2020 23:06:36;04/06/2020;Sim;Jundiaí ;SP;36;Masculino;Branco;;7000;;Casado;Sim, filhos ou dependentes moram comigo.;4;Sim;Você contratou o plano de saúde ANTES DA PANDEMIA.;Não;870;Não;Fiquei em casa, só saindo para compras em supermercado e/ou farmácia;Não;Não fiz o teste.;;;Sim;100
6/4/2020 23:14:07;04/06/2020;Sim;Recife;PE;44;Feminino;Branco;;1200;;Divorciado / Separado / desquitado;Sim, filhos ou dependentes moram comigo.;3;Não;Não tenho plano de saúde;Não;;Não tenho plano de saúde;Fiquei em casa, só saindo para compras em supermercado e/ou farmácia;Não;Não fiz o teste.;;;Sim;50
6/4/2020 23:14:39;04/06/2020;Sim;Goiânia;GO;24;Masculino;Branco;;3300;;Solteiro;Não possuo filhos ou dependentes.;5;Sim;Você contratou o plano de saúde ANTES DA PANDEMIA.;;;Não;Fiquei em casa, só saindo para compras em supermercado e/ou farmácia;0;Não fiz o teste.;;;Não;0
6/4/2020 23:15:12;04/06/2020;Sim;Cuiabá;MT;36;Masculino;Pardo;;8000;;Casado;Não possuo filhos ou dependentes.;2;Sim;Você contratou o plano de saúde ANTES DA PANDEMIA.;Não;300;Sim;Procurei tomar cuidados de distanciamento social, mas continuei trabalhando e saindo;Não;Não fiz o teste.;;;Sim;500
6/4/2020 23:15:45;04/06/2020;Sim;Brasília;DF;44;Masculino;Branco;;22000;;Casado;Sim, filhos ou dependentes moram comigo.;5;Sim;Você contratou o plano de saúde ANTES DA PANDEMIA.;Não;200;Sim;Fiquei rigorosamente em casa, saindo só por necessidades de atendimento à saúde.;Não;Não fiz o teste.;;;Sim;150
6/4/2020 23:19:47;04/06/2020;Sim;São Lourenço da Mata ;PE;69;Feminino;Pardo;;4500;;Casado;Não, meus filhos ou dependentes NÃO moram comigo.;2;Sim;Você contratou o plano de saúde ANTES DA PANDEMIA.;Não;2300;Sim;Fiquei em casa, só saindo para compras em supermercado e/ou farmácia;Não;Não fiz o teste.;;;Sim;300
6/4/2020 23:20:03;04/06/2020;Sim;São José dos Campos;SP;32;Masculino;Amarelo;;3000;;Solteiro;Não possuo filhos ou dependentes.;1;Não;Não tenho plano de saúde;;;Não tenho plano de saúde;Fiquei em casa, só saindo para compras em supermercado e/ou farmácia;Não;Não fiz o teste.;;;Sim;75
6/4/2020 23:23:31;04/06/2020;Sim;Olinda;PE;35;Masculino;Preto;;1500;;Casado;Sim, filhos ou dependentes moram comigo.;4;Sim;Você contratou o plano de saúde ANTES DA PANDEMIA.;Não;250;Sim;Fiquei em casa, só saindo para compras em supermercado e/ou farmácia;Sim;Negativo;;;Sim;100
6/4/2020 23:23:57;04/06/2020;Sim;Recife;PE;38;Feminino;Pardo;;2200;;Outro;Sim, filhos ou dependentes moram comigo.;4;Não;Não tenho plano de saúde;;;Não tenho plano de saúde;Fiquei em casa, só saindo para compras em supermercado e/ou farmácia;Não;Não fiz o teste.;;;Sim;15
6/4/2020 23:26:13;04/06/2020;Sim;Camaragibe;PE;34;Feminino;Pardo;;2200;;Casado;Não possuo filhos ou dependentes.;2;Sim;Você contratou o plano de saúde ANTES DA PANDEMIA.;Não;230;Sim;Fiquei em casa, só saindo para compras em supermercado e/ou farmácia;Não;Não fiz o teste.;;;Sim;400
6/4/2020 23:27:07;04/06/2020;Sim;São Joaquim da Barra ;SP;35;Masculino;Pardo;;5000;;Casado;Sim, filhos ou dependentes moram comigo.;4;Sim;Você contratou o plano de saúde ANTES DA PANDEMIA.;Não;550;Sim;Fiquei em casa, só saindo para compras em supermercado e/ou farmácia;Não;;;;Sim;50
6/4/2020 23:27:46;04/06/2020;Sim;Recife;PE;23;Feminino;Pardo;;0;;Solteiro;Não possuo filhos ou dependentes.;4;Não;Não tenho plano de saúde;Não;;Não tenho plano de saúde;Fiquei em casa, só saindo para compras em supermercado e/ou farmácia;Não;Não fiz o teste.;;;Sim;100
6/4/2020 23:31:04;04/06/2020;Sim;São José dos Campos;SP;31;Feminino;Branco;;3000;;Solteiro;Não possuo filhos ou dependentes.;1;Sim;Você contratou o plano de saúde ANTES DA PANDEMIA.;Não;700;Sim;Fiquei em casa, só saindo para compras em supermercado e/ou farmácia;Não;Não fiz o teste.;;;Sim;150
6/4/2020 23:31:57;04/06/2020;Sim;Brasília;DF;33;Feminino;Pardo;;8000;;Solteiro;Não possuo filhos ou dependentes.;1;Sim;Você contratou o plano de saúde ANTES DA PANDEMIA.;Não;650;Sim;Fiquei em casa, só saindo para compras em supermercado e/ou farmácia;Não;Não fiz o teste.;;;Sim;300
6/4/2020 23:33:20;04/06/2020;Sim;Teixeira de Freitas;BA;24;Feminino;Branco;;1045;;Outro;Não possuo filhos ou dependentes.;2;Não;Não tenho plano de saúde;Não;;Não tenho plano de saúde;Procurei tomar cuidados de distanciamento social, mas continuei trabalhando e saindo;Não;Não fiz o teste.;;;Sim;16
6/4/2020 23:34:27;04/06/2020;Sim;Brasília;DF;36;Masculino;Branco;;4000;;Solteiro;Não possuo filhos ou dependentes.;3;Sim;Você contratou o plano de saúde ANTES DA PANDEMIA.;Não;600;Sim;Fiquei em casa, só saindo para compras em supermercado e/ou farmácia;Não;Não fiz o teste.;;;Sim;150
6/4/2020 23:35:40;04/06/2020;Sim;Goiânia;GO;30;Feminino;Pardo;;4200;;Solteiro;Não possuo filhos ou dependentes.;1;Não;Não tenho plano de saúde;Não;;Não tenho plano de saúde;Fiquei em casa, só saindo para compras em supermercado e/ou farmácia;Não;Não fiz o teste.;;;Sim;25
6/4/2020 23:37:10;04/06/2020;Sim;Cruz das Almas;BA;22;Feminino;Pardo;;600;;Solteiro;Não possuo filhos ou dependentes.;6;Não;Não tenho plano de saúde;Não;;Não tenho plano de saúde;Fiquei em casa, só saindo para compras em supermercado e/ou farmácia;Não;Não fiz o teste.;;;Sim;10
6/4/2020 23:38:14;04/06/2020;Sim;Recife;PE;60;Feminino;Pardo;;1900;;Casado;Não, meus filhos ou dependentes NÃO moram comigo.;2;Sim;Você contratou o plano de saúde ANTES DA PANDEMIA.;Não;1400;Sim;Fiquei rigorosamente em casa, saindo só por necessidades de atendimento à saúde.;Não;Não fiz o teste.;;;Sim;200
6/4/2020 23:41:55;04/06/2020;Sim;Brasília;DF;38;Masculino;Branco;;9500;;Casado;Sim, filhos ou dependentes moram comigo.;4;Sim;Você contratou o plano de saúde ANTES DA PANDEMIA.;Não;300;Sim;Fiquei em casa, só saindo para compras em supermercado e/ou farmácia;Sim;Negativo;;;Sim;50
6/4/2020 23:43:30;04/06/2020;Sim;Joinville ;SC;31;Feminino;Branco;;12000;;Casado;Não possuo filhos ou dependentes.;1;Não;Não tenho plano de saúde;Não;;Não tenho plano de saúde;Fiquei em casa, só saindo para compras em supermercado e/ou farmácia;Não;Não fiz o teste.;;;Sim;150
6/4/2020 23:46:58;04/06/2020;Sim;Brasília;DF;21;Masculino;Pardo;;600;;Solteiro;Não possuo filhos ou dependentes.;7;Não;Não tenho plano de saúde;Não;;Não tenho plano de saúde;Fiquei em casa, só saindo para compras em supermercado e/ou farmácia;Não;Não fiz o teste.;;;Sim;50
6/4/2020 23:48:12;04/06/2020;Sim;Olinda;PE;36;Feminino;Pardo;;4000;;Casado;Sim, filhos ou dependentes moram comigo.;4;Sim;Você contratou o plano de saúde ANTES DA PANDEMIA.;Não;250;Sim;Fiquei em casa, só saindo para compras em supermercado e/ou farmácia;Não;Não fiz o teste.;;;Sim;100
6/4/2020 23:49:23;04/06/2020;Sim;São Paulo ;SP;40;Feminino;Branco;;2000;;Casado;Não possuo filhos ou dependentes.;2;Sim;Você contratou o plano de saúde ANTES DA PANDEMIA.;Não;500;Não;Fiquei em casa, só saindo para compras em supermercado e/ou farmácia;Não;Não fiz o teste.;;;Sim;145
6/4/2020 23:53:45;04/06/2020;Sim;Recife;PE;67;Feminino;Pardo;;8200;;Divorciado / Separado / desquitado;Sim, filhos ou dependentes moram comigo.;4;Não;Não tenho plano de saúde;;;Não tenho plano de saúde;Fiquei rigorosamente em casa, saindo só por necessidades de atendimento à saúde.;Não;Não fiz o teste.;;;Sim;100
6/4/2020 23:55:14;04/06/2020;Sim;Recife;PE;52;Feminino;Branco;;1800;;Solteiro;Não possuo filhos ou dependentes.;2;Sim;Você contratou o plano de saúde ANTES DA PANDEMIA.;Não;628;Sim;Fiquei rigorosamente em casa, saindo só por necessidades de atendimento à saúde.;Não;Não fiz o teste.;;;Sim;50
6/4/2020 23:59:21;04/06/2020;Sim;São Paulo ;SP;40;Masculino;Branco;;10000;;Casado;Sim, filhos ou dependentes moram comigo.;3;Sim;Você contratou o plano de saúde ANTES DA PANDEMIA.;Não;500;Sim;Procurei tomar cuidados de distanciamento social, mas continuei trabalhando e saindo;Não;Não fiz o teste.;;;Sim;400
6/5/2020 0:13:13;05/06/2020;Sim;Recife;PE;71;Feminino;Pardo;;3500;;Casado;Não, meus filhos ou dependentes NÃO moram comigo.;2;Sim;Você contratou o plano de saúde ANTES DA PANDEMIA.;Não;1500;Sim;Fiquei em casa, só saindo para compras em supermercado e/ou farmácia;Não;Não fiz o teste.;;;Sim;50
6/5/2020 0:27:01;05/06/2020;Sim;São Paulo ;SP;35;Feminino;Branco;;1200;;Solteiro;Não possuo filhos ou dependentes.;2;Sim;Você contratou o plano de saúde ANTES DA PANDEMIA.;Não;150;Sim;Fiquei em casa, só saindo para compras em supermercado e/ou farmácia;Não;Não fiz o teste.;;;Sim;50
6/5/2020 0:39:54;05/06/2020;Sim;Belém ;PA;51;Feminino;Branco;;10000;;Casado;Sim, filhos ou dependentes moram comigo.;3;Sim;Você contratou o plano de saúde ANTES DA PANDEMIA.;Não;850;Sim;Fiquei rigorosamente em casa, saindo só por necessidades de atendimento à saúde.;Não;Não fiz o teste.;;;Sim;100
6/5/2020 0:45:05;05/06/2020;Sim;Florianópolis ;SC;49;Feminino;Branco;;15000;;Casado;Sim, filhos ou dependentes moram comigo.;5;Não;Não tenho plano de saúde;Não;;Não tenho plano de saúde;Procurei tomar cuidados de distanciamento social, mas continuei trabalhando e saindo;Não;Não fiz o teste.;;;Sim;40
6/5/2020 0:47:25;05/06/2020;Sim;Belo Horizonte;MG;36;Feminino;Branco;;1200;;Divorciado / Separado / desquitado;Sim, filhos ou dependentes moram comigo.;3;Sim;Você contratou o plano de saúde ANTES DA PANDEMIA.;Não;480;Sim;Fiquei em casa, só saindo para compras em supermercado e/ou farmácia;Sim;Negativo;;;Sim;185
6/5/2020 0:48:04;05/06/2020;Sim;Goiânia ;GO;30;Feminino;Branco;;1852;;Casado;Sim, filhos ou dependentes moram comigo.;5;Sim;Você contratou o plano de saúde ANTES DA PANDEMIA.;Não;350;Sim;Fiquei em casa, só saindo para compras em supermercado e/ou farmácia;Não;Não fiz o teste.;;;Sim;70
6/5/2020 1:02:38;05/06/2020;Sim;Juiz de Fora;MG;22;Masculino;Pardo;;600;;Solteiro;Não possuo filhos ou dependentes.;3;Não;Não tenho plano de saúde;Não;;Não tenho plano de saúde;Fiquei em casa, só saindo para compras em supermercado e/ou farmácia;Não;Não fiz o teste.;;;Sim;80
6/5/2020 1:07:35;05/06/2020;Sim;Brasília;DF;28;Feminino;Pardo;;600;;Solteiro;Não possuo filhos ou dependentes.;3;Sim;Você contratou o plano de saúde ANTES DA PANDEMIA.;Não;300;Sim;Fiquei em casa, só saindo para compras em supermercado e/ou farmácia;Não;Não fiz o teste.;;;Sim;100
6/5/2020 1:18:01;05/06/2020;Sim;Belo Horizonte;MG;25;Masculino;Branco;;1500;;Solteiro;Não possuo filhos ou dependentes.;4;Sim;Você contratou o plano de saúde ANTES DA PANDEMIA.;Não;400;Sim;Procurei tomar cuidados de distanciamento social, mas continuei trabalhando e saindo;Não;Não fiz o teste.;;;Sim;300
6/5/2020 1:18:54;05/06/2020;Sim;Rio de Janeiro;RJ;32;Masculino;Pardo;;2500;;Solteiro;Não possuo filhos ou dependentes.;5;Sim;Você contratou o plano de saúde ANTES DA PANDEMIA.;Não;;Sim;Fiquei em casa, só saindo para compras em supermercado e/ou farmácia;Sim;Positivo;;;Sim;700
6/5/2020 1:31:30;05/06/2020;Sim;Recife;PE;40;Feminino;Pardo;;600;;Solteiro;Não possuo filhos ou dependentes.;2;Não;Não tenho plano de saúde;Não;;Não tenho plano de saúde;Fiquei em casa, só saindo para compras em supermercado e/ou farmácia;Não;Não fiz o teste.;;;Sim;200
6/5/2020 1:37:45;05/06/2020;Sim;Barueri;SP;30;Masculino;Branco;;3000;;Solteiro;Não possuo filhos ou dependentes.;3;Não;Não tenho plano de saúde;Não;;Não tenho plano de saúde;Fiquei em casa, só saindo para compras em supermercado e/ou farmácia;Não;Não fiz o teste.;;;Sim;20
6/5/2020 1:42:09;05/06/2020;Sim;Recife;PE;20;Feminino;Preto;;900;;Solteiro;Não possuo filhos ou dependentes.;4;Sim;Você contratou o plano de saúde ANTES DA PANDEMIA.;Não;;Não;Fiquei em casa, só saindo para compras em supermercado e/ou farmácia;0;Não fiz o teste.;;;Não;0
6/5/2020 1:51:02;05/06/2020;Sim;Brasília;DF;32;Masculino;Pardo;;3000;;Solteiro;Não possuo filhos ou dependentes.;1;Sim;Você contratou o plano de saúde ANTES DA PANDEMIA.;Não;300;Sim;Fiquei em casa, só saindo para compras em supermercado e/ou farmácia;Não;Não fiz o teste.;;;Sim;70
6/5/2020 1:59:31;05/06/2020;Sim;Jaboatão dos Guararapes;PE;51;Feminino;Pardo;;3000;;Casado;Sim, filhos ou dependentes moram comigo.;3;Sim;Você contratou o plano de saúde ANTES DA PANDEMIA.;Não;426;Sim;Procurei tomar cuidados de distanciamento social, mas continuei trabalhando e saindo;Não;Não fiz o teste.;;;Sim;40
6/5/2020 2:32:29;05/06/2020;Sim;Recife;PE;28;Feminino;Pardo;;0;;Solteiro;Não possuo filhos ou dependentes.;3;Sim;Você contratou o plano de saúde ANTES DA PANDEMIA.;Não;;Sim;Fiquei em casa, só saindo para compras em supermercado e/ou farmácia;Não;Não fiz o teste.;;;Sim;60
6/5/2020 2:37:49;05/06/2020;Sim;Jaboatão dos Guararapes;PE;23;Masculino;Pardo;;1000;;Solteiro;Não possuo filhos ou dependentes.;3;Não;Não tenho plano de saúde;Não;;Não tenho plano de saúde;Fiquei em casa, só saindo para compras em supermercado e/ou farmácia;Sim;Positivo;;;Sim;300
6/5/2020 2:41:44;05/06/2020;Sim;São Paulo ;SP;44;Masculino;Branco;;6700;;Casado;Sim, filhos ou dependentes moram comigo.;3;Sim;Você contratou o plano de saúde ANTES DA PANDEMIA.;Não;244;Sim;Fiquei em casa, só saindo para compras em supermercado e/ou farmácia;Não;Não fiz o teste.;;;Sim;95
6/5/2020 2:42:45;05/06/2020;Sim;Brasília;DF;28;Masculino;Branco;;3000;;Solteiro;Não possuo filhos ou dependentes.;2;Sim;Você contratou o plano de saúde ANTES DA PANDEMIA.;Não;500;Sim;Fiquei em casa, só saindo para compras em supermercado e/ou farmácia;Não;Não fiz o teste.;;;Sim;25
6/5/2020 2:47:59;05/06/2020;Sim;Recife;PE;56;Masculino;Pardo;;5000;;Casado;Não, meus filhos ou dependentes NÃO moram comigo.;2;Sim;Você contratou o plano de saúde ANTES DA PANDEMIA.;Não;7500;Sim;Procurei tomar cuidados de distanciamento social, mas continuei trabalhando e saindo;Não;Não fiz o teste.;;;Sim;200
6/5/2020 3:48:31;05/06/2020;Sim;Recife;PE;41;Feminino;Pardo;;8000;;Viuvo;Sim, filhos ou dependentes moram comigo.;3;Sim;Você contratou o plano de saúde ANTES DA PANDEMIA.;Não;150;Sim;Fiquei em casa, só saindo para compras em supermercado e/ou farmácia;Não;Não fiz o teste.;;;Sim;300
6/5/2020 3:51:26;05/06/2020;Sim;Goiânia;GO;57;Masculino;Branco;;5000;;Casado;Não, meus filhos ou dependentes NÃO moram comigo.;2;Sim;Você contratou o plano de saúde ANTES DA PANDEMIA.;Não;450;Sim;Procurei tomar cuidados de distanciamento social, mas continuei trabalhando e saindo;Não;Não fiz o teste.;;;Sim;50
6/5/2020 4:49:20;05/06/2020;Sim;Olinda ;PE;25;Feminino;Branco;;1800;;Solteiro;Não possuo filhos ou dependentes.;2;Sim;Você contratou o plano de saúde ANTES DA PANDEMIA.;Não;230;Sim;Procurei tomar cuidados de distanciamento social, mas continuei trabalhando e saindo;Não;Não fiz o teste.;;;Sim;160
6/5/2020 4:59:50;05/06/2020;Sim;Recife;PE;55;Masculino;Branco;;19000;;Solteiro;Não possuo filhos ou dependentes.;1;Sim;Você contratou o plano de saúde DURANTE A PANDEMIA.;Não;1100;Sim;Fiquei rigorosamente em casa, saindo só por necessidades de atendimento à saúde.;Não;Não fiz o teste.;;;Sim;50
6/5/2020 5:02:14;05/06/2020;Sim;Ipuã;SP;56;Feminino;Branco;;2000;;Outro;Não, meus filhos ou dependentes NÃO moram comigo.;2;Sim;Você contratou o plano de saúde ANTES DA PANDEMIA.;Não;150;Sim;Fiquei em casa, só saindo para compras em supermercado e/ou farmácia;Não;Não fiz o teste.;;;Sim;50
6/5/2020 5:51:13;05/06/2020;Sim;Belo Horizonte;MG;34;Masculino;Branco;;4698;;Solteiro;Não possuo filhos ou dependentes.;2;Não;Não tenho plano de saúde;Não;;Não tenho plano de saúde;Fiquei em casa, só saindo para compras em supermercado e/ou farmácia;Não;Não fiz o teste.;;;Sim;0
6/5/2020 5:56:08;05/06/2020;Sim;João Pessoa ;PB;51;Feminino;Pardo;;4500;;Casado;Sim, filhos ou dependentes moram comigo.;3;Sim;Você contratou o plano de saúde ANTES DA PANDEMIA.;Não;;Não;Procurei tomar cuidados de distanciamento social, mas continuei trabalhando e saindo;Sim;Negativo;;;Sim;150
6/5/2020 6:12:49;05/06/2020;Sim;Cruz das Almas ;BA;36;Masculino;Preto;;4000;;Casado;Sim, filhos ou dependentes moram comigo.;4;Não;Não tenho plano de saúde;;;Não tenho plano de saúde;Fiquei em casa, só saindo para compras em supermercado e/ou farmácia;Não;Não fiz o teste.;;;Sim;100
6/5/2020 6:16:04;05/06/2020;Sim;Recife;PE;56;Feminino;Branco;;1500;;Casado;Sim, filhos ou dependentes moram comigo.;4;Sim;Você contratou o plano de saúde ANTES DA PANDEMIA.;Não;250;Sim;Fiquei em casa, só saindo para compras em supermercado e/ou farmácia;Não;Não fiz o teste.;;;Sim;500
6/5/2020 6:28:25;05/06/2020;Sim;Silvânia;GO;43;Masculino;Pardo;;4000;;Casado;Não, meus filhos ou dependentes NÃO moram comigo.;2;Sim;Você contratou o plano de saúde ANTES DA PANDEMIA.;Não;228;Sim;Procurei tomar cuidados de distanciamento social, mas continuei trabalhando e saindo;Não;Não fiz o teste.;;;Sim;150
6/5/2020 6:29:09;05/06/2020;Sim;Jaboatão dos Guararapes;PE;39;Feminino;Pardo;;650;;Casado;Sim, filhos ou dependentes moram comigo.;3;Não;Não tenho plano de saúde;Não;;Não tenho plano de saúde;Fiquei em casa, só saindo para compras em supermercado e/ou farmácia;Não;Não fiz o teste.;;;Sim;70
6/5/2020 6:34:43;05/06/2020;Sim;Recife;PE;34;Feminino;Amarelo;;2000;;Solteiro;Sim, filhos ou dependentes moram comigo.;5;Sim;Você contratou o plano de saúde ANTES DA PANDEMIA.;Não;40;Sim;Procurei tomar cuidados de distanciamento social, mas continuei trabalhando e saindo;Não;Não fiz o teste.;;;Sim;100
6/5/2020 6:35:44;05/06/2020;Sim;Recife;PE;61;Feminino;Branco;;3000;;Divorciado / Separado / desquitado;Não, meus filhos ou dependentes NÃO moram comigo.;2;Sim;Você contratou o plano de saúde ANTES DA PANDEMIA.;Não;819;Sim;Fiquei em casa, só saindo para compras em supermercado e/ou farmácia;Não;Não fiz o teste.;;;Sim;200
6/5/2020 6:37:24;05/06/2020;Sim;Recife;PE;52;Feminino;Pardo;;1500;;Casado;Sim, filhos ou dependentes moram comigo.;3;Sim;Você contratou o plano de saúde ANTES DA PANDEMIA.;Não;444;Sim;Procurei tomar cuidados de distanciamento social, mas continuei trabalhando e saindo;Não;Não fiz o teste.;;;Sim;100
6/5/2020 6:46:52;05/06/2020;Sim;Brasília;DF;20;Feminino;Amarelo;;1045;;Solteiro;Não possuo filhos ou dependentes.;4;Não;Não tenho plano de saúde;Não;;Não tenho plano de saúde;Fiquei em casa, só saindo para compras em supermercado e/ou farmácia;Não;Não fiz o teste.;;;Sim;200
6/5/2020 6:47:29;05/06/2020;Sim;João Pessoa;PB;43;Feminino;Pardo;;1600;;Casado;Sim, filhos ou dependentes moram comigo.;4;Não;Não tenho plano de saúde;Não;;Não tenho plano de saúde;Procurei tomar cuidados de distanciamento social, mas continuei trabalhando e saindo;Não;Não fiz o teste.;;;Sim;200
6/5/2020 6:50:42;05/06/2020;Sim;Jaboatão dos Guararapes;PE;47;Feminino;Branco;;300;;Divorciado / Separado / desquitado;Sim, filhos ou dependentes moram comigo.;2;Não;Não tenho plano de saúde;Não;;Não tenho plano de saúde;Procurei tomar cuidados de distanciamento social, mas continuei trabalhando e saindo;Não;Não fiz o teste.;;;Sim;80
6/5/2020 6:51:38;05/06/2020;Sim;Jaboatão dos Guararapes;PE;21;Feminino;Preto;;831;;Solteiro;Não possuo filhos ou dependentes.;3;Sim;Você contratou o plano de saúde ANTES DA PANDEMIA.;Não;172;Sim;Procurei tomar cuidados de distanciamento social, mas continuei trabalhando e saindo;Não;Não fiz o teste.;;;Sim;250
6/5/2020 7:00:54;05/06/2020;Sim;Recife;PE;48;Feminino;Branco;;13000;;Casado;Sim, filhos ou dependentes moram comigo.;2;Sim;Você contratou o plano de saúde ANTES DA PANDEMIA.;Não;852;Sim;Fiquei rigorosamente em casa, saindo só por necessidades de atendimento à saúde.;Não;Negativo;;;Sim;250
6/5/2020 7:04:41;05/06/2020;Sim;Várzea Grande;MT;43;Feminino;Branco;;2000;;Solteiro;Não possuo filhos ou dependentes.;4;Sim;Você contratou o plano de saúde ANTES DA PANDEMIA.;Não;600;Sim;Fiquei rigorosamente em casa, saindo só por necessidades de atendimento à saúde.;Não;Não fiz o teste.;;;Sim;100
6/5/2020 7:08:17;05/06/2020;Sim;Jaboatão dos Guararapes;PE;47;Masculino;Pardo;;3300;;Divorciado / Separado / desquitado;Sim, filhos ou dependentes moram comigo.;4;Não;Não tenho plano de saúde;Não;;Não tenho plano de saúde;Fiquei em casa, só saindo para compras em supermercado e/ou farmácia;Não;Não fiz o teste.;;;Sim;250
6/5/2020 7:10:39;05/06/2020;Sim;Recife;PE;64;Feminino;Branco;;10450;;Divorciado / Separado / desquitado;Não, meus filhos ou dependentes NÃO moram comigo.;1;Não;Não tenho plano de saúde;Não;;Não tenho plano de saúde;Fiquei rigorosamente em casa, saindo só por necessidades de atendimento à saúde.;0;Não fiz o teste.;;;;0
6/5/2020 7:11:26;05/06/2020;Sim;Recife;PE;51;Feminino;Pardo;;14000;;Casado;Sim, filhos ou dependentes moram comigo.;5;Sim;Você contratou o plano de saúde ANTES DA PANDEMIA.;Não;900;Sim;Fiquei em casa, só saindo para compras em supermercado e/ou farmácia;Não;Não fiz o teste.;;;Sim;50
6/5/2020 7:19:34;05/06/2020;Sim;Cruz das Almas;BA;48;Masculino;Pardo;;14000;;Casado;Sim, filhos ou dependentes moram comigo.;5;Sim;Você contratou o plano de saúde ANTES DA PANDEMIA.;Não;600;Sim;Fiquei em casa, só saindo para compras em supermercado e/ou farmácia;Não;Não fiz o teste.;;;Sim;200
6/5/2020 7:20:13;05/06/2020;Sim;João Pessoa;PB;26;Feminino;Branco;;2200;;Solteiro;Não possuo filhos ou dependentes.;4;Sim;Você contratou o plano de saúde ANTES DA PANDEMIA.;Não;260;Sim;Fiquei rigorosamente em casa, saindo só por necessidades de atendimento à saúde.;Não;Não fiz o teste.;;;Sim;100
6/5/2020 7:22:53;05/06/2020;Sim;Fortaleza ;CE;57;Feminino;Pardo;;3000;;Casado;Sim, filhos ou dependentes moram comigo.;4;Sim;Você contratou o plano de saúde ANTES DA PANDEMIA.;Não;2000;Sim;Fiquei em casa, só saindo para compras em supermercado e/ou farmácia;Não;Não fiz o teste.;;;Sim;200
6/5/2020 7:30:41;05/06/2020;Sim;Salvador ;BA;76;Masculino;Branco;;30000;;Casado;Não, meus filhos ou dependentes NÃO moram comigo.;2;Sim;Você contratou o plano de saúde ANTES DA PANDEMIA.;Não;7900;Sim;Fiquei rigorosamente em casa, saindo só por necessidades de atendimento à saúde.;Não;Não fiz o teste.;;;Sim;300
